13:32:23	0.0	11.6
13:32:34	0.0	11.6
13:32:44	0.0	11.6
13:32:55	0.0	11.6
13:33:06	0.0	11.6
13:33:16	0.0	11.6
13:33:27	3.3	11.6
13:33:37	0.0	11.6
13:33:48	0.0	11.6
13:33:58	0.0	11.6
13:34:09	0.0	11.6
13:34:20	0.0	11.6
13:34:30	0.0	11.6
13:34:41	0.0	11.6
13:34:51	0.0	11.6
13:35:02	0.0	11.6
13:35:12	0.0	11.6
13:35:23	0.0	11.6
13:35:34	0.0	11.6
13:35:44	0.0	11.6
13:35:55	32.2	11.6
13:36:05	0.0	11.6
13:36:16	0.0	11.6
13:36:26	0.0	11.6
13:36:37	0.0	11.6
13:36:48	0.0	11.6
13:36:58	0.0	11.6
13:37:09	0.0	11.6
13:37:19	0.0	11.6
13:37:30	0.0	11.6
13:37:40	0.0	11.6
13:37:51	0.0	11.6
13:38:02	0.0	11.6
13:38:12	0.0	11.6
13:38:23	0.0	11.6
13:38:33	3.3	11.6
13:38:44	3.3	11.6
13:38:54	0.0	11.6
13:39:05	50.0	11.5
13:39:15	35.4	11.8
13:39:26	0.0	11.7
13:39:37	0.0	11.7
13:39:47	0.0	11.7
13:39:58	0.0	11.7
13:40:08	0.0	11.7
13:40:19	0.0	11.7
13:40:29	0.0	11.7
13:40:40	0.0	11.7
13:40:50	0.0	11.7
13:41:01	0.0	11.7
13:41:12	0.0	11.7
13:41:22	0.0	11.7
13:41:33	0.0	11.7
13:41:43	0.0	11.7
13:41:54	0.0	11.7
13:42:04	28.1	11.7
13:42:15	3.3	11.7
13:42:26	0.0	11.7
13:42:36	0.0	11.7
13:42:47	0.0	11.7
13:42:57	0.0	11.7
13:43:08	0.0	11.5
13:43:18	0.0	11.5
13:43:29	0.0	11.6
13:43:40	0.0	11.6
13:43:50	0.0	11.6
13:44:01	0.0	11.6
13:44:11	0.0	11.6
13:44:22	0.0	11.6
13:44:33	0.0	11.6
13:44:43	0.0	11.6
13:44:54	0.0	11.6
13:45:04	3.3	11.6
13:45:15	0.0	11.6
13:45:25	0.0	11.6
13:45:36	0.0	11.6
13:45:47	22.5	11.6
13:45:57	0.0	11.6
13:46:08	0.0	11.6
13:46:18	0.0	11.6
13:46:29	0.0	11.6
13:46:39	0.0	11.7
13:46:50	0.0	11.7
13:47:00	0.0	11.7
13:47:11	0.0	11.7
13:47:22	0.0	11.7
13:47:32	0.0	11.7
13:47:43	0.0	11.7
13:47:53	0.0	11.7
13:48:04	0.0	11.7
13:48:14	31.2	11.7
13:48:25	0.0	11.7
13:48:36	3.3	11.7
13:48:46	0.0	11.7
13:48:57	0.0	11.7
13:49:07	0.0	11.7
13:49:18	0.0	11.7
13:49:28	0.0	11.7
13:49:39	0.0	11.7
13:49:50	0.0	11.7
13:50:00	0.0	11.7
13:50:11	3.3	11.7
13:50:21	3.3	11.7
13:50:32	0.0	11.7
13:50:42	0.0	11.7
13:50:53	0.0	11.7
13:51:03	0.0	11.7
13:51:14	0.0	11.7
13:51:25	0.0	11.7
13:51:35	0.0	11.7
13:51:46	0.0	11.7
13:51:56	0.0	11.7
13:52:07	0.0	11.7
13:52:17	0.0	11.7
13:52:28	0.0	11.7
13:52:39	0.0	11.7
13:52:49	0.0	11.7
13:53:00	0.0	11.7
13:53:10	0.0	11.8
13:53:21	0.0	11.8
13:53:31	0.0	11.6
13:53:42	0.0	11.6
13:53:53	0.0	11.6
13:54:03	0.0	11.6
13:54:14	0.0	11.6
13:54:24	27.2	11.6
13:54:35	3.3	11.6
13:54:46	0.0	11.6
13:54:56	0.0	11.6
13:55:07	3.3	11.6
13:55:17	0.0	11.6
13:55:28	0.0	11.6
13:55:38	0.0	11.6
13:55:49	0.0	11.6
13:56:00	0.0	11.6
13:56:10	0.0	11.6
13:56:21	0.0	11.6
13:56:31	6.6	11.6
13:56:42	0.0	11.6
13:56:52	0.0	11.6
13:57:03	0.0	11.6
13:57:14	0.0	11.6
13:57:24	0.0	11.6
13:57:35	0.0	11.6
13:57:45	0.0	11.7
13:57:56	0.0	11.7
13:58:07	0.0	11.7
13:58:17	0.0	11.7
13:58:28	0.0	11.7
13:58:38	0.0	11.7
13:58:49	0.0	11.7
13:58:59	0.0	11.7
13:59:10	0.0	11.7
13:59:21	0.0	11.7
13:59:31	0.0	11.7
13:59:42	0.0	11.7
13:59:52	0.0	11.7
14:00:03	0.0	11.7
14:00:13	0.0	11.7
14:00:24	0.0	11.7
14:00:35	19.3	11.7
14:00:45	0.0	11.7
14:00:56	0.0	11.7
14:01:06	0.0	11.7
14:01:17	0.0	11.7
14:01:27	0.0	11.7
14:01:38	0.0	11.7
14:01:49	0.0	11.7
14:01:59	0.0	11.7
14:02:10	0.0	11.7
14:02:20	0.0	11.7
14:02:31	0.0	11.7
14:02:42	0.0	11.7
14:02:52	0.0	11.7
14:03:03	0.0	11.7
14:03:13	0.0	11.7
14:03:24	0.0	11.8
14:03:34	0.0	11.8
14:03:45	0.0	11.8
14:03:55	0.0	11.8
